Buildfile: /home/chamod/Softwares/wso2/wso2das-3.1.0/samples/cep/consumers/wso2-event-consumer/build.xml

init:

compile:
    [javac] /home/chamod/Softwares/wso2/wso2das-3.1.0/samples/cep/consumers/wso2-event-consumer/build.xml:87: warning: 'includeantruntime' was not set, defaulting to build.sysclasspath=last; set to false for repeatable builds
     [copy] Copying 1 file to /home/chamod/Softwares/wso2/wso2das-3.1.0/samples/cep/consumers/wso2-event-consumer/temp/classes

run:
     [echo] Configure optionally use -DelapsedCount=xxxx -Dprotocol='thrift/binary' -Dhost=xxxx -Dport=xxxx
     [echo]             -DcalcType='throughput/latency'
     [echo]         
     [java] Shutdown hook added.
     [java] PUNCTUATION SERVER started................
     [java] Unable to determine dialect of the StAX implementation at jar:file:/home/chamod/Softwares/wso2/wso2das-3.1.0/repository/components/plugins/axiom_1.2.11.wso2v11.jar!/
     [java] SLF4J: Class path contains multiple SLF4J bindings.
     [java] SLF4J: Found binding in [jar:file:/home/chamod/Softwares/wso2/wso2das-3.1.0/repository/components/plugins/slf4j.log4j12_1.7.13.jar!/org/slf4j/impl/StaticLoggerBinder.class]
     [java] SLF4J: Found binding in [jar:file:/home/chamod/Softwares/wso2/wso2das-3.1.0/repository/components/plugins/slf4j.log4j12_1.7.21.jar!/org/slf4j/impl/StaticLoggerBinder.class]
     [java] SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
     [java] Thrift Server started at localhost
     [java] Thrift SSL port : 7761
     [java] Thrift port : 7661
     [java] Test Server Started
     [java] user admin connected
     [java] Event: count : 0, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 7980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 8980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 9980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 10980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 11980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 12980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 13980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 14980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15000, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15020, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15040, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15060, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15080, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15100, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15120, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15140, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15160, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15180, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15200, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15220, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15240, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15260, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15280, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15300, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15320, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15340, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15360, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15380, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15400, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15420, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15440, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15460, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15480, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15500, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15520, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15540, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15560, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15580, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15600, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15620, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15640, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15660, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15680, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15700, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15720, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15740, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15760, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15780, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15800, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15820, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15840, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15860, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15880, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15900, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15920, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15940, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15960, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 15980, lowHumidity : 49, highHumidity : 101
     [java] Event: count : 16000, lowHumidity : 49, highHumidity : 101
